timestamp,source,feed_type,event_type,zone,latitude,longitude,value,unit,severity,confidence
2026-09-24 13:16:14,complaints,311_incident,pothole,Zone-A,26.9239,75.8267,1.0,count,LOW,0.85
2026-09-24 13:20:00,traffic,transit_delay,corridor_delay,Zone-E,26.908,75.742,3.5,minutes,NORMAL,0.9
2026-09-24 13:20:00,traffic,traffic_speed,speed_sensor,Zone-E,26.908,75.742,46.1,km/h,NORMAL,0.9
2026-09-24 13:20:00,traffic,transit_delay,corridor_delay,Zone-D,26.864,75.76,3.7,minutes,NORMAL,0.9
2026-09-24 13:20:00,traffic,traffic_speed,speed_sensor,Zone-D,26.864,75.76,54.7,km/h,NORMAL,0.9
2026-09-24 13:20:00,traffic,transit_delay,corridor_delay,Zone-C,26.853,75.805,3.8,minutes,NORMAL,0.9
2026-09-24 13:20:00,traffic,traffic_speed,speed_sensor,Zone-C,26.853,75.805,46.9,km/h,NORMAL,0.9
2026-09-24 13:20:00,traffic,traffic_speed,speed_sensor,Zone-F,26.817,75.815,52.8,km/h,NORMAL,0.9
2026-09-24 13:20:00,traffic,transit_delay,corridor_delay,Zone-F,26.817,75.815,4.9,minutes,NORMAL,0.9
2026-09-24 13:20:00,traffic,transit_delay,corridor_delay,Zone-B,26.9157,75.795,3.1,minutes,NORMAL,0.9
2026-09-24 13:20:00,traffic,traffic_speed,speed_sensor,Zone-A,26.9239,75.8267,52.8,km/h,NORMAL,0.9
2026-09-24 13:20:00,weather,rainfall_rate,precipitation,Zone-A,26.9239,75.8267,1.3,mm/h,NORMAL,0.95
2026-09-24 13:20:00,weather,rainfall_rate,precipitation,Zone-B,26.9157,75.795,0.6,mm/h,NORMAL,0.95
2026-09-24 13:20:00,weather,rainfall_rate,precipitation,Zone-C,26.853,75.805,0.4,mm/h,NORMAL,0.95
2026-09-24 13:20:00,weather,rainfall_rate,precipitation,Zone-D,26.864,75.76,0.4,mm/h,NORMAL,0.95
2026-09-24 13:20:00,weather,rainfall_rate,precipitation,Zone-E,26.908,75.742,0.6,mm/h,NORMAL,0.95
2026-09-24 13:20:00,weather,rainfall_rate,precipitation,Zone-F,26.817,75.815,0.8,mm/h,NORMAL,0.95
2026-09-24 13:20:00,traffic,transit_delay,corridor_delay,Zone-A,26.9239,75.8267,2.2,minutes,NORMAL,0.9
2026-09-24 13:20:00,traffic,traffic_speed,speed_sensor,Zone-B,26.9157,75.795,50.9,km/h,NORMAL,0.9
2026-09-24 13:25:00,traffic,transit_delay,corridor_delay,Zone-C,26.853,75.805,2.4,minutes,NORMAL,0.9
2026-09-24 13:25:00,traffic,transit_delay,corridor_delay,Zone-A,26.9239,75.8267,2.1,minutes,NORMAL,0.9
2026-09-24 13:25:00,weather,rainfall_rate,precipitation,Zone-A,26.9239,75.8267,0.2,mm/h,NORMAL,0.95
2026-09-24 13:25:00,weather,rainfall_rate,precipitation,Zone-B,26.9157,75.795,18.5,mm/h,LOW,0.95
2026-09-24 13:25:00,weather,rainfall_rate,precipitation,Zone-C,26.853,75.805,1.5,mm/h,NORMAL,0.95
2026-09-24 13:25:00,weather,rainfall_rate,precipitation,Zone-D,26.864,75.76,1.3,mm/h,NORMAL,0.95
2026-09-24 13:25:00,weather,rainfall_rate,precipitation,Zone-E,26.908,75.742,1.0,mm/h,NORMAL,0.95
2026-09-24 13:25:00,weather,rainfall_rate,precipitation,Zone-F,26.817,75.815,1.0,mm/h,NORMAL,0.95
2026-09-24 13:25:00,traffic,traffic_speed,speed_sensor,Zone-A,26.9239,75.8267,52.2,km/h,NORMAL,0.9
2026-09-24 13:25:00,traffic,transit_delay,corridor_delay,Zone-F,26.817,75.815,3.6,minutes,NORMAL,0.9
2026-09-24 13:25:00,traffic,traffic_speed,speed_sensor,Zone-C,26.853,75.805,45.8,km/h,NORMAL,0.9
2026-09-24 13:25:00,traffic,traffic_speed,speed_sensor,Zone-F,26.817,75.815,46.1,km/h,NORMAL,0.9
2026-09-24 13:25:00,traffic,traffic_speed,speed_sensor,Zone-E,26.908,75.742,46.5,km/h,NORMAL,0.9
2026-09-24 13:25:00,traffic,transit_delay,corridor_delay,Zone-D,26.864,75.76,4.0,minutes,NORMAL,0.9
2026-09-24 13:25:00,traffic,traffic_speed,speed_sensor,Zone-D,26.864,75.76,45.9,km/h,NORMAL,0.9
2026-09-24 13:25:00,traffic,transit_delay,corridor_delay,Zone-E,26.908,75.742,4.4,minutes,NORMAL,0.9
2026-09-24 13:25:00,traffic,transit_delay,corridor_delay,Zone-B,26.9157,75.795,3.8,minutes,NORMAL,0.9
2026-09-24 13:25:00,traffic,traffic_speed,speed_sensor,Zone-B,26.9157,75.795,54.7,km/h,NORMAL,0.9
2026-09-24 13:30:00,weather,rainfall_rate,precipitation,Zone-F,26.817,75.815,0.5,mm/h,NORMAL,0.95
2026-09-24 13:30:00,weather,rainfall_rate,precipitation,Zone-C,26.853,75.805,0.4,mm/h,NORMAL,0.95
2026-09-24 13:30:00,weather,rainfall_rate,precipitation,Zone-B,26.9157,75.795,70.5,mm/h,HIGH,0.95
2026-09-24 13:30:00,weather,rainfall_rate,precipitation,Zone-A,26.9239,75.8267,0.7,mm/h,NORMAL,0.95
2026-09-24 13:30:00,weather,rainfall_rate,precipitation,Zone-E,26.908,75.742,1.2,mm/h,NORMAL,0.95
2026-09-24 13:30:00,traffic,traffic_speed,speed_sensor,Zone-A,26.9239,75.8267,49.4,km/h,NORMAL,0.9
2026-09-24 13:30:00,traffic,traffic_speed,speed_sensor,Zone-F,26.817,75.815,48.4,km/h,NORMAL,0.9
2026-09-24 13:30:00,traffic,transit_delay,corridor_delay,Zone-E,26.908,75.742,4.7,minutes,NORMAL,0.9
2026-09-24 13:30:00,traffic,traffic_speed,speed_sensor,Zone-E,26.908,75.742,54.0,km/h,NORMAL,0.9
2026-09-24 13:30:00,traffic,transit_delay,corridor_delay,Zone-D,26.864,75.76,5.0,minutes,NORMAL,0.9
2026-09-24 13:30:00,traffic,traffic_speed,speed_sensor,Zone-D,26.864,75.76,52.3,km/h,NORMAL,0.9
2026-09-24 13:30:00,traffic,transit_delay,corridor_delay,Zone-C,26.853,75.805,2.4,minutes,NORMAL,0.9
2026-09-24 13:30:00,traffic,traffic_speed,speed_sensor,Zone-C,26.853,75.805,54.8,km/h,NORMAL,0.9
2026-09-24 13:30:00,traffic,transit_delay,corridor_delay,Zone-B,26.9157,75.795,4.7,minutes,NORMAL,0.9
2026-09-24 13:30:00,traffic,traffic_speed,speed_sensor,Zone-B,26.9157,75.795,45.0,km/h,NORMAL,0.9
2026-09-24 13:30:00,traffic,transit_delay,corridor_delay,Zone-A,26.9239,75.8267,2.1,minutes,NORMAL,0.9
2026-09-24 13:30:00,traffic,transit_delay,corridor_delay,Zone-F,26.817,75.815,4.2,minutes,NORMAL,0.9
2026-09-24 13:30:00,weather,rainfall_rate,precipitation,Zone-D,26.864,75.76,0.2,mm/h,NORMAL,0.95
2026-09-24 13:30:25,complaints,311_incident,waterlogging,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:32:48,complaints,311_incident,waterlogging,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:33:43,complaints,311_incident,waterlogging,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:35:00,traffic,transit_delay,corridor_delay,Zone-D,26.864,75.76,2.3,minutes,NORMAL,0.9
2026-09-24 13:35:00,traffic,traffic_speed,speed_sensor,Zone-F,26.817,75.815,49.0,km/h,NORMAL,0.9
2026-09-24 13:35:00,traffic,transit_delay,corridor_delay,Zone-E,26.908,75.742,4.8,minutes,NORMAL,0.9
2026-09-24 13:35:00,traffic,traffic_speed,speed_sensor,Zone-D,26.864,75.76,52.1,km/h,NORMAL,0.9
2026-09-24 13:35:00,traffic,transit_delay,corridor_delay,Zone-C,26.853,75.805,3.2,minutes,NORMAL,0.9
2026-09-24 13:35:00,traffic,traffic_speed,speed_sensor,Zone-C,26.853,75.805,53.6,km/h,NORMAL,0.9
2026-09-24 13:35:00,traffic,traffic_speed,speed_sensor,Zone-B,26.9157,75.795,32.0,km/h,LOW,0.9
2026-09-24 13:35:00,traffic,transit_delay,corridor_delay,Zone-A,26.9239,75.8267,4.8,minutes,NORMAL,0.9
2026-09-24 13:35:00,traffic,traffic_speed,speed_sensor,Zone-A,26.9239,75.8267,50.0,km/h,NORMAL,0.9
2026-09-24 13:35:00,traffic,transit_delay,corridor_delay,Zone-F,26.817,75.815,4.1,minutes,NORMAL,0.9
2026-09-24 13:35:00,traffic,transit_delay,corridor_delay,Zone-B,26.9157,75.795,12.0,minutes,LOW,0.9
2026-09-24 13:35:00,traffic,traffic_speed,speed_sensor,Zone-E,26.908,75.742,47.1,km/h,NORMAL,0.9
2026-09-24 13:35:00,weather,rainfall_rate,precipitation,Zone-F,26.817,75.815,0.3,mm/h,NORMAL,0.95
2026-09-24 13:35:00,weather,rainfall_rate,precipitation,Zone-A,26.9239,75.8267,1.3,mm/h,NORMAL,0.95
2026-09-24 13:35:00,weather,rainfall_rate,precipitation,Zone-B,26.9157,75.795,56.5,mm/h,HIGH,0.95
2026-09-24 13:35:00,weather,rainfall_rate,precipitation,Zone-E,26.908,75.742,0.4,mm/h,NORMAL,0.95
2026-09-24 13:35:00,weather,rainfall_rate,precipitation,Zone-D,26.864,75.76,0.2,mm/h,NORMAL,0.95
2026-09-24 13:35:00,weather,rainfall_rate,precipitation,Zone-C,26.853,75.805,0.1,mm/h,NORMAL,0.95
2026-09-24 13:35:44,complaints,311_incident,drain_overflow,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:37:41,complaints,311_incident,waterlogging,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:38:48,complaints,311_incident,waterlogging,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:38:58,complaints,311_incident,drain_overflow,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:40:00,traffic,transit_delay,corridor_delay,Zone-F,26.817,75.815,2.7,minutes,NORMAL,0.9
2026-09-24 13:40:00,traffic,traffic_speed,speed_sensor,Zone-F,26.817,75.815,54.6,km/h,NORMAL,0.9
2026-09-24 13:40:00,traffic,transit_delay,corridor_delay,Zone-E,26.908,75.742,4.0,minutes,NORMAL,0.9
2026-09-24 13:40:00,traffic,traffic_speed,speed_sensor,Zone-E,26.908,75.742,54.6,km/h,NORMAL,0.9
2026-09-24 13:40:00,weather,rainfall_rate,precipitation,Zone-F,26.817,75.815,0.1,mm/h,NORMAL,0.95
2026-09-24 13:40:00,weather,rainfall_rate,precipitation,Zone-E,26.908,75.742,0.3,mm/h,NORMAL,0.95
2026-09-24 13:40:00,weather,rainfall_rate,precipitation,Zone-D,26.864,75.76,0.3,mm/h,NORMAL,0.95
2026-09-24 13:40:00,weather,rainfall_rate,precipitation,Zone-B,26.9157,75.795,57.1,mm/h,HIGH,0.95
2026-09-24 13:40:00,weather,rainfall_rate,precipitation,Zone-C,26.853,75.805,0.5,mm/h,NORMAL,0.95
2026-09-24 13:40:00,weather,rainfall_rate,precipitation,Zone-A,26.9239,75.8267,0.3,mm/h,NORMAL,0.95
2026-09-24 13:40:00,traffic,transit_delay,corridor_delay,Zone-C,26.853,75.805,2.5,minutes,NORMAL,0.9
2026-09-24 13:40:00,traffic,transit_delay,corridor_delay,Zone-A,26.9239,75.8267,2.8,minutes,NORMAL,0.9
2026-09-24 13:40:00,traffic,traffic_speed,speed_sensor,Zone-B,26.9157,75.795,12.0,km/h,HIGH,0.9
2026-09-24 13:40:00,traffic,transit_delay,corridor_delay,Zone-B,26.9157,75.795,29.5,minutes,HIGH,0.9
2026-09-24 13:40:00,traffic,traffic_speed,speed_sensor,Zone-C,26.853,75.805,46.9,km/h,NORMAL,0.9
2026-09-24 13:40:00,traffic,transit_delay,corridor_delay,Zone-D,26.864,75.76,4.1,minutes,NORMAL,0.9
2026-09-24 13:40:00,traffic,traffic_speed,speed_sensor,Zone-A,26.9239,75.8267,50.8,km/h,NORMAL,0.9
2026-09-24 13:40:00,traffic,traffic_speed,speed_sensor,Zone-D,26.864,75.76,53.3,km/h,NORMAL,0.9
2026-09-24 13:42:46,complaints,311_incident,drain_overflow,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:43:02,complaints,311_incident,drain_overflow,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:44:13,complaints,311_incident,waterlogging,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:44:53,complaints,311_incident,drain_overflow,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:45:00,traffic,traffic_speed,speed_sensor,Zone-C,26.853,75.805,45.6,km/h,NORMAL,0.9
2026-09-24 13:45:00,traffic,transit_delay,corridor_delay,Zone-E,26.908,75.742,4.7,minutes,NORMAL,0.9
2026-09-24 13:45:00,traffic,traffic_speed,speed_sensor,Zone-E,26.908,75.742,50.1,km/h,NORMAL,0.9
2026-09-24 13:45:00,traffic,transit_delay,corridor_delay,Zone-D,26.864,75.76,3.8,minutes,NORMAL,0.9
2026-09-24 13:45:00,traffic,traffic_speed,speed_sensor,Zone-D,26.864,75.76,50.5,km/h,NORMAL,0.9
2026-09-24 13:45:00,traffic,transit_delay,corridor_delay,Zone-C,26.853,75.805,2.1,minutes,NORMAL,0.9
2026-09-24 13:45:00,traffic,transit_delay,corridor_delay,Zone-B,26.9157,75.795,30.6,minutes,HIGH,0.9
2026-09-24 13:45:00,traffic,traffic_speed,speed_sensor,Zone-B,26.9157,75.795,11.3,km/h,HIGH,0.9
2026-09-24 13:45:00,traffic,transit_delay,corridor_delay,Zone-A,26.9239,75.8267,2.6,minutes,NORMAL,0.9
2026-09-24 13:45:00,traffic,traffic_speed,speed_sensor,Zone-A,26.9239,75.8267,46.9,km/h,NORMAL,0.9
2026-09-24 13:45:00,traffic,traffic_speed,speed_sensor,Zone-F,26.817,75.815,53.6,km/h,NORMAL,0.9
2026-09-24 13:45:00,traffic,transit_delay,corridor_delay,Zone-F,26.817,75.815,4.9,minutes,NORMAL,0.9
2026-09-24 13:45:00,weather,rainfall_rate,precipitation,Zone-E,26.908,75.742,1.5,mm/h,NORMAL,0.95
2026-09-24 13:45:00,weather,rainfall_rate,precipitation,Zone-D,26.864,75.76,0.7,mm/h,NORMAL,0.95
2026-09-24 13:45:00,weather,rainfall_rate,precipitation,Zone-C,26.853,75.805,0.1,mm/h,NORMAL,0.95
2026-09-24 13:45:00,weather,rainfall_rate,precipitation,Zone-B,26.9157,75.795,68.7,mm/h,HIGH,0.95
2026-09-24 13:45:00,weather,rainfall_rate,precipitation,Zone-A,26.9239,75.8267,0.3,mm/h,NORMAL,0.95
2026-09-24 13:45:00,weather,rainfall_rate,precipitation,Zone-F,26.817,75.815,0.5,mm/h,NORMAL,0.95
2026-09-24 13:46:00,complaints,311_incident,drain_overflow,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:46:54,complaints,311_incident,drain_overflow,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:48:23,complaints,311_incident,drain_overflow,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:48:37,complaints,311_incident,noise_complaint,Zone-F,26.817,75.815,1.0,count,LOW,0.85
2026-09-24 13:50:00,weather,rainfall_rate,precipitation,Zone-B,26.9157,75.795,62.5,mm/h,HIGH,0.95
2026-09-24 13:50:00,weather,rainfall_rate,precipitation,Zone-C,26.853,75.805,0.8,mm/h,NORMAL,0.95
2026-09-24 13:50:00,weather,rainfall_rate,precipitation,Zone-D,26.864,75.76,1.3,mm/h,NORMAL,0.95
2026-09-24 13:50:00,weather,rainfall_rate,precipitation,Zone-E,26.908,75.742,1.3,mm/h,NORMAL,0.95
2026-09-24 13:50:00,weather,rainfall_rate,precipitation,Zone-F,26.817,75.815,0.3,mm/h,NORMAL,0.95
2026-09-24 13:50:00,weather,rainfall_rate,precipitation,Zone-A,26.9239,75.8267,0.3,mm/h,NORMAL,0.95
2026-09-24 13:50:00,traffic,traffic_speed,speed_sensor,Zone-D,26.864,75.76,51.2,km/h,NORMAL,0.9
2026-09-24 13:50:00,traffic,transit_delay,corridor_delay,Zone-A,26.9239,75.8267,2.8,minutes,NORMAL,0.9
2026-09-24 13:50:00,traffic,traffic_speed,speed_sensor,Zone-F,26.817,75.815,48.8,km/h,NORMAL,0.9
2026-09-24 13:50:00,traffic,transit_delay,corridor_delay,Zone-E,26.908,75.742,2.0,minutes,NORMAL,0.9
2026-09-24 13:50:00,traffic,traffic_speed,speed_sensor,Zone-E,26.908,75.742,49.3,km/h,NORMAL,0.9
2026-09-24 13:50:00,traffic,transit_delay,corridor_delay,Zone-D,26.864,75.76,2.6,minutes,NORMAL,0.9
2026-09-24 13:50:00,traffic,transit_delay,corridor_delay,Zone-F,26.817,75.815,3.0,minutes,NORMAL,0.9
2026-09-24 13:50:00,traffic,transit_delay,corridor_delay,Zone-C,26.853,75.805,2.4,minutes,NORMAL,0.9
2026-09-24 13:50:00,traffic,traffic_speed,speed_sensor,Zone-B,26.9157,75.795,10.9,km/h,HIGH,0.9
2026-09-24 13:50:00,traffic,transit_delay,corridor_delay,Zone-B,26.9157,75.795,26.1,minutes,HIGH,0.9
2026-09-24 13:50:00,traffic,traffic_speed,speed_sensor,Zone-A,26.9239,75.8267,50.8,km/h,NORMAL,0.9
2026-09-24 13:50:00,traffic,traffic_speed,speed_sensor,Zone-C,26.853,75.805,52.0,km/h,NORMAL,0.9
2026-09-24 13:50:48,complaints,311_incident,waterlogging,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:51:05,complaints,311_incident,traffic_signal_out,Zone-B,26.9157,75.795,1.0,count,MODERATE,0.85
2026-09-24 13:53:05,complaints,311_incident,waterlogging,Zone-B,26.9157,75.795,1.0,count,HIGH,0.85
2026-09-24 13:55:00,traffic,traffic_speed,speed_sensor,Zone-B,26.9157,75.795,11.2,km/h,HIGH,0.9
2026-09-24 13:55:00,traffic,transit_delay,corridor_delay,Zone-F,26.817,75.815,2.7,minutes,NORMAL,0.9
2026-09-24 13:55:00,traffic,traffic_speed,speed_sensor,Zone-F,26.817,75.815,46.4,km/h,NORMAL,0.9
2026-09-24 13:55:00,traffic,traffic_speed,speed_sensor,Zone-E,26.908,75.742,45.7,km/h,NORMAL,0.9
